gene_name,interaction_type,drug_name,approved
ADRA1D,NULL,PRAZOSIN,TRUE
ADRA1A,NULL,PRAZOSIN,TRUE
ADORA3,NULL,VANOXERINE,FALSE
CA4,NULL,CHLOROTHIAZIDE,TRUE
CCKBR,NULL,PENTAGASTRIN,TRUE
CHRNA10,NULL,NICOTINE POLACRILEX,TRUE
CHRM1,NULL,BENZQUINAMIDE,TRUE
HSP90AA1,NULL,GEDUNIN,FALSE
F10,NULL,VON WILLEBRAND FACTOR,TRUE
CHRM4,NULL,BENZQUINAMIDE,TRUE
SCN10A,NULL,BUPIVACAINE,TRUE
DRD2,NULL,CABERGOLINE,TRUE
GABRA3,NULL,CINOLAZEPAM,FALSE
GABRB1,NULL,CINOLAZEPAM,FALSE
GABRB1,NULL,CLORAZEPATE,TRUE
GABRR2,NULL,CLORAZEPATE,TRUE
GABRG2,NULL,CLORAZEPATE,TRUE
GABRQ,NULL,CLORAZEPATE,TRUE
TSPO,NULL,CLORAZEPATE,TRUE
HRH1,NULL,DIPHENHYDRAMINE,TRUE
GNRHR,NULL,GONADORELIN,TRUE
NR3C1,NULL,HYDROCORTAMATE,TRUE
GABRA6,NULL,HEXOBARBITAL,TRUE
ADRB1,NULL,ISOETHARINE,TRUE
PDE3A,NULL,INAMRINONE,TRUE
ADRB2,NULL,PINDOLOL,TRUE
PPARA,NULL,BEZAFIBRATE,TRUE
GABRA4,NULL,MEPROBAMATE,TRUE
GABRA6,NULL,MEPROBAMATE,TRUE
GABRA3,NULL,MEPROBAMATE,TRUE
ADRA1B,NULL,METHOXAMINE,TRUE
GABRA2,NULL,NITRAZEPAM,FALSE
PTPN1,NULL,TILUDRONIC ACID,TRUE
ADRB1,NULL,PENBUTOLOL,TRUE
CHRNA4,NULL,PENTOBARBITAL SODIUM,TRUE
CHRM2,NULL,PILOCARPINE HYDROCHLORIDE,TRUE
GABRG1,NULL,QUAZEPAM,TRUE
HTR2B,NULL,QUETIAPINE FUMARATE,TRUE
GABRR2,NULL,QUAZEPAM,TRUE
GABRR1,NULL,QUAZEPAM,TRUE
SCN5A,NULL,RANOLAZINE,TRUE
DRD2,NULL,ROTIGOTINE,TRUE
PLA2G2A,NULL,DRONABINOL,TRUE
SCN10A,NULL,ROPIVACAINE,TRUE
DRD1,NULL,ROTIGOTINE,TRUE
TH,NULL,METYROSINE,TRUE
GRIK2,NULL,TALBUTAL,TRUE
GABRP,NULL,TEMAZEPAM,TRUE
GABRA4,NULL,TEMAZEPAM,TRUE
GABRA5,NULL,TALBUTAL,TRUE
TPO,NULL,CARBIMAZOLE,TRUE
AR,NULL,TESTOSTERONE,TRUE
C1S,NULL,MANNOSE-BINDING LECTIN,FALSE
GABRA1,NULL,THIAMYLAL,TRUE
AVPR1A,NULL,TERLIPRESSIN,TRUE
GABRA6,NULL,TRIAZOLAM,TRUE
ADRA1A,NULL,TRAZODONE,TRUE
TSPO,NULL,TRIAZOLAM,TRUE
GABRG1,NULL,TRIAZOLAM,TRUE
GABRA5,NULL,TRIAZOLAM,TRUE
GABRA3,NULL,TRIAZOLAM,TRUE
SLC6A2,NULL,TRIMIPRAMINE,TRUE
HRH1,NULL,TRIPELENNAMINE,TRUE
GABRP,NULL,TRIAZOLAM,TRUE
PDE5A,NULL,VARDENAFIL,TRUE
FDPS,NULL,ZOLEDRONIC ACID ANHYDROUS,TRUE
KIT,NULL,AMG-191,FALSE
CDK6,NULL,TRILACICLIB,TRUE
CDK4,NULL,TRILACICLIB,TRUE
BTK,NULL,FENEBRUTINIB,FALSE
PPCDC,NULL,RITUXIMAB,TRUE
KLRK1,NULL,TESNATILIMAB,FALSE
AURKB,NULL,ALISERTIB,FALSE
CSF2,NULL,MAVRILIMUMAB,FALSE
VEGFA,NULL,BI-836880,FALSE
TRBV20OR9-2,NULL,TEBENTAFUSP,TRUE
IDO1,NULL,PF-06840003,FALSE
PTPRC,NULL,IODINE I 131 APAMISTAMAB,FALSE
PDE4D,NULL,RONOMILAST,FALSE
PIK3CD,NULL,PI3K-DELTA INHIBITOR AMG 319,FALSE
CSF3R,NULL,PEXIDARTINIB,TRUE
TLR9,NULL,GNKG-168,FALSE
KDR,NULL,BFH-772,FALSE
FLT4,NULL,MUPARFOSTAT,FALSE
AXL,NULL,GLESATINIB,FALSE
PDGFRA,NULL,TOVETUMAB,FALSE
LIFR,NULL,EMFILERMIN,FALSE
ERBB2,NULL,MARGETUXIMAB-CMKB,TRUE
CYP11B2,NULL,OSILODROSTAT,TRUE
MUC16,NULL,OREGOVOMAB,FALSE
CSF3,NULL,RECOMBINANT HUMAN ALBUMIN-HUMAN GRANULOCYTE COLONY-STIMULATING FACTOR,FALSE
REN,NULL,VTP-27999,FALSE
ALB,NULL,BISMUTH,FALSE
ADRA1D,NULL,MIDODRINE,TRUE
KCNN3,NULL,DEQUALINIUM,TRUE
IKBKB,NULL,PARTHENOLIDE,FALSE
SLC12A3,NULL,POLYTHIAZIDE,TRUE
DRD2,NULL,ANIRACETAM,FALSE
CHRNA4,NULL,A-85380,FALSE
ACHE,NULL,TACRINE,TRUE
SSTR4,NULL,CHEMBL:CHEMBL452157,FALSE
SSTR2,NULL,CHEMBL:CHEMBL452157,FALSE
PTGS2,NULL,PHENYLBUTAZONE,TRUE
ADRA2B,agonist,METHYLDOPATE HYDROCHLORIDE,TRUE
DDC,NULL,VITAMIN B6,TRUE
MC4R,NULL,TREBANANIB,FALSE
DRD2,NULL,METHAMPHETAMINE,TRUE
MET,inhibitor,CAPMATINIB HYDROCHLORIDE,TRUE
RAF1,NULL,SEMAPIMOD,FALSE
IL10,NULL,ILODECAKIN,FALSE
AKR1B1,NULL,QR-333,FALSE
CES1,NULL,K-604,FALSE
TH,NULL,METYROSINE,TRUE
ADORA2A,NULL,PRELADENANT,FALSE
RPL34,inhibitor,MT-3724,FALSE
PROC,NULL,SODIUM TETRADECYL SULFATE,TRUE
SCN5A,NULL,BENZONATATE,TRUE
LTF,NULL,TALACTOFERRIN ALFA,FALSE
KCNJ10,NULL,MITIGLINIDE,TRUE
SLC6A3,NULL,SPIROGLUMIDE,FALSE
IL6,NULL,IBUDILAST,FALSE
SLC22A8,NULL,FLUORESCEIN,TRUE
HTR1A,NULL,ZOLMITRIPTAN,TRUE
CACNB1,NULL,IBUTILIDE,TRUE
ADH5,inhibitor,NOX-6-18,FALSE
ERBB2,NULL,CP-724714,FALSE
GTF2E1,NULL,DEFERASIROX,TRUE
DPP4,inhibitor,VIMSELTINIB,FALSE
DRD2,NULL,PARDOPRUNOX,FALSE
IL15,NULL,ORDESEKIMAB,FALSE
FDPS,NULL,PAMIDRONATE,TRUE
HRH1,NULL,TRIPROLIDINE,TRUE
HRAS,NULL,"INSULIN, REGULAR, HUMAN",TRUE
CCR3,NULL,YM-355179,FALSE
CHRM5,NULL,METHANTHELINE,TRUE
PLG,NULL,STREPTOKINASE,TRUE
KDM4E,NULL,GLIQUIDONE,FALSE
PIK3CG,NULL,SONOLISIB,FALSE
HRH1,NULL,BROMODIPHENHYDRAMINE,TRUE
MERTK,NULL,MK-2461,FALSE
ATXN2,NULL,METHIXENE HYDROCHLORIDE,TRUE
MST1R,NULL,MK-2461,FALSE
CASP14,inhibitor,EMRICASAN,FALSE
FGFR2,NULL,MK-2461,FALSE
IGF1R,NULL,LINSITINIB,FALSE
KCNH2,NULL,VOLINANSERIN,FALSE
MET,NULL,SITRAVATINIB,FALSE
ITGA2,NULL,E-7820,FALSE
CCR5,NULL,LERONLIMAB,FALSE
CDK4,NULL,RGB-286638,FALSE
THRA,NULL,TIRATRICOL,FALSE
THRB,NULL,TIRATRICOL,FALSE
APP,NULL,SCYLLITOL,FALSE
TUBB4B,inhibitor,LIFASTUZUMAB VEDOTIN,FALSE
MAS1,NULL,ANGIOTENSIN-(1-7),FALSE
DHODH,NULL,TERIFLUNOMIDE,TRUE
MET,NULL,MK-8033,FALSE
CFD,inhibitor,DANICOPAN,FALSE
CD6,NULL,ITOLIZUMAB,FALSE
MTOR,NULL,GDC-0349,FALSE
ESR1,NULL,GTX-758,FALSE
FFAR2,NULL,GLPG0974,FALSE
TUBA1A,inhibitor,PLOCABULIN,FALSE
S1PR5,NULL,ASP-4058,FALSE
AURKB,NULL,AT9283,FALSE
TUBB,NULL,LISAVANBULIN,FALSE
PDCD1,NULL,NIVOLUMAB,TRUE
MME,NULL,SACUBITRIL/VALSARTAN,FALSE
IFNB1,NULL,PEGINTERFERON BETA-1A,TRUE
MTOR,NULL,GEDATOLISIB,FALSE
ESR1,NULL,BRILANESTRANT,FALSE
GRIN3A,NULL,DEXTROMETHORPHAN POLISTIREX,TRUE
CCR2,NULL,ILACIRNON,FALSE
PDCD1,NULL,SPARTALIZUMAB,FALSE
PAH,NULL,PEGVALIASE,TRUE
KCNQ3,NULL,AZETUKALNER,FALSE
SERPINC1,NULL,DOCIPARSTAT SODIUM,FALSE
PREP,NULL,CHEMBL:CHEMBL1087333,FALSE
PTGER4,NULL,DINOPROST,FALSE
NFKB1,NULL,THYMOSIN BETA-4,FALSE
CDK4,NULL,APREMILAST,TRUE
CHRNA7,NULL,TC-6987,FALSE
NR3C1,NULL,DEFLAZACORT,TRUE
IL17A,NULL,BRODALUMAB,TRUE
GTF2E1,NULL,DEFEROXAMINE,TRUE
TPP1,NULL,CERLIPONASE ALFA,TRUE
SCN10A,NULL,BUPIVACAINE,TRUE
TOP2A,NULL,EPIRUBICIN,TRUE
GABRG3,NULL,ETOMIDATE,TRUE
CDKN2A,NULL,PALBOCICLIB,TRUE
NR3C1,NULL,HYDROCORTAMATE,TRUE
GABRG3,NULL,METHARBITAL,TRUE
PARP1,NULL,NIRAPARIB TOSYLATE,TRUE
GABRG3,NULL,MEBUTAMATE,TRUE
FDPS,NULL,ZOLEDRONIC ACID ANHYDROUS,TRUE
PARP1,NULL,PARP-1/2 INHIBITOR ABT-767,FALSE
EGFR,NULL,PELITINIB,FALSE
PTGER3,NULL,BUTAPROST,FALSE
IL2,NULL,DACLIZUMAB,TRUE
DRD2,NULL,CARPHENAZINE,TRUE
HRH1,NULL,CINNARIZINE,TRUE
SLC6A2,NULL,DULOXETINE HYDROCHLORIDE,TRUE
VDR,NULL,DIHYDROTACHYSTEROL,TRUE
IFNAR2,NULL,INTERFERON ALFA-N1,FALSE
HTR2A,NULL,LURASIDONE HYDROCHLORIDE,TRUE
ADRA2C,NULL,RILMENIDINE,FALSE
GABRG3,NULL,STIRIPENTOL,TRUE
HDAC9,NULL,FIMEPINOSTAT,FALSE
PDE4D,NULL,BPN14770,FALSE
PIK3CG,NULL,TG100-115,FALSE
GM2A,NULL,BIW-8962,FALSE
HTR1B,NULL,ELTOPRAZINE,FALSE
PARP1,NULL,INO-1001,FALSE
BACE1,NULL,LANABECESTAT,FALSE
F10,NULL,SEMULOPARIN,TRUE
MTOR,NULL,RIDAFOROLIMUS,FALSE
F10,NULL,SSR-126517E,FALSE
A1BG,agonist,LP-44,FALSE
A1BG,agonist,XANOMELINE,FALSE
A1BG,agonist,APOMORPHINE,TRUE
A2M,agonist,"L-694,247",FALSE
A2MP1,agonist,CABERGOLINE,TRUE
BTK,NULL,SPEBRUTINIB,FALSE
A2MP1,inhibitor,(+)-WAY 100135,FALSE
A12M1,agonist,XANOMELINE,FALSE
A12M1,agonist,LYSERGOL,FALSE
A12M3,inhibitor,MOLINDONE,TRUE
A12M3,inhibitor,[11C]GSK215083,FALSE
A12M3,inhibitor,SB 228357,FALSE
A12M3,inhibitor,SERTINDOLE,TRUE
A12M4,inhibitor,SPIROXATRINE,FALSE
A12M4,inhibitor,XANOMELINE,FALSE
HTR2C,inhibitor,XANOMELINE,FALSE
NAT2,inhibitor,CLOZAPINE,TRUE
NAT1,inhibitor,[11C]SB207145,FALSE
NAT2,agonist,5-CT,FALSE
CACNB1,inhibitor,ESTRADIOL DISULFATE,FALSE
PRKCE,inhibitor,QUERCETIN,TRUE
ABL1,inhibitor,VODOBATINIB,FALSE
PLK3,inhibitor,CP-640186,FALSE
CSTF3,inhibitor,GSK690693,FALSE
COL1AR,inhibitor,SKF-83566,FALSE
HELLS,inhibitor,DO264,FALSE
ABCB7,inhibitor,&RHO;-DA1A,FALSE
AAK1,inhibitor,COMPOUND 21B [PMID: 31136173],FALSE
ACADSB,agonist,COMPOUND 14A [PMID: 34795866],FALSE
DAPK3,inhibitor,TRANDOLAPRIL,TRUE
BST2,blocker,DIMINAZENE,FALSE
BTC,blocker,NAFAMOSTAT,FALSE
BST2,blocker,PSALMOTOXIN 1,FALSE
BST2,blocker,MAMBALGIN-1,FALSE
BST2,blocker,ETHYLISOPROPYLAMILORIDE,FALSE
ABAT,modulator,VPC171,FALSE
ABAT,inhibitor,LUF7602,FALSE
ABCA1,inhibitor,ATL802,FALSE
ABCA1,inhibitor,MRS1042,FALSE
ABCA1,inhibitor,MRS1041,FALSE
ABCA1,inhibitor,THEOPHYLLINE,TRUE
ABCA1,inhibitor,MORIN,FALSE
ABCA2,agonist,N(6)-CYCLOHEXYLADENOSINE,FALSE
ACADM,agonist,ANGIOTENSIN IV,FALSE
ATR,inhibitor,ELIMUSERTIB,FALSE
ATR,inhibitor,AZ20,FALSE
EEF1D,inhibitor,PF-562271,FALSE
EEF1G,inhibitor,AURORA KINASE INHIBITOR II,FALSE
EEF1G,inhibitor,COMPOUND 1 [PMID: 21742770],FALSE
GRIK5,inhibitor,ZIRITAXESTAT,FALSE
AXL,inhibitor,BMS-777607,FALSE
ACAT1,inhibitor,PD 168368,FALSE
FMOD,inhibitor,EXAMPLE 2 [WO2013004676],FALSE
FMO5,inhibitor,PF-06684511,FALSE
ABO,agonist,XAMOTEROL,TRUE
ABR,agonist,ALBUTEROL SULFATE,TRUE
ABR,inhibitor,BUTOXAMINE,FALSE
EFNA3,inhibitor,ARV-771,FALSE
CA14,inhibitor,ETHOXZOLAMIDE,TRUE
CA14,inhibitor,DORZOLAMIDE,TRUE
UBE2K,activator,DEXTROAMPHETAMINE SULFATE,TRUE
CA14,inhibitor,BRINZOLAMIDE,TRUE
CASP3,inhibitor,AZ10417808,FALSE
ACP5,modulator,ETELCALCETIDE,TRUE
ATP6V0B,blocker,PB2+,FALSE
ATP6AP1,blocker,FLUNARIZINE,FALSE
FRA20B,inhibitor,ENTACAPONE,TRUE
CNR2,agonist,CP55940,FALSE
ACTA1,inhibitor,"CP-481,715",FALSE
ACTA2,agonist,CCL13,FALSE
ACTBP2,inhibitor,CCL7,FALSE
CD47,NULL,ONTORPACEPT,FALSE
EGR3,inhibitor,COMPOUND 18 [PMID: 20873740],FALSE
ACTG1P7,agonist,TETHERED CHEMERIN 9,FALSE
HNRNPH1,inhibitor,GLPG4716,FALSE
GUCY1A1,inhibitor,GLPG4716,FALSE
VDR,NULL,TYRPHOSTIN 23,FALSE
ARHGDIA,activator,CYCLIC GMP,FALSE
FRA1D,inhibitor,COMPOUND 11 [PMID: 16413183],FALSE
FRA1C,inhibitor,AR-H067637,FALSE
FRA1A,inhibitor,ALPHA-KETOTHIAZOLE ANALOGUE 36,FALSE
CHUK,inhibitor,COMPOUND 47 [PMID: 28737909],FALSE
CYP2C9,NULL,PD123319,FALSE
GPR19,inhibitor,COMPOUND 2 [PMID: 28621538],FALSE
FNTA,inhibitor,COMPOUND 51 [PMID: 19743866],FALSE
FN1,antibody,SUTIMLIMAB,FALSE
BRCA1,NULL,CHEMBL:CHEMBL484663,FALSE
ALAS2,inhibitor,VERUCERFONT,FALSE
ALAS2,inhibitor,ANTALARMIN,FALSE
GLG1,inhibitor,ISCHEMIN,FALSE
ALB,inhibitor,K41498,FALSE
ACTG1,agonist,X4-HIV-1 GP120,FALSE
EGR4,inhibitor,COMPOUND 9B [PMID: 18986805],FALSE
CDK19,inhibitor,PONATINIB,TRUE
BAZ2B,NULL,CHEMBL:CHEMBL338115,FALSE
CYP4F2,inhibitor,TP0472993,FALSE
COX6A1,inhibitor,VERAPAMIL,TRUE
ATXN2,NULL,CHEMBL:CHEMBL1306556,FALSE
COX7A2P2,inhibitor,HET0016,FALSE
APOB,agonist,CLOPROSTENOL,FALSE
APOBEC1,inhibitor,RAMATROBAN,FALSE
ALCAM,agonist,SKF-38393,FALSE
ALCAM,agonist,(+)-ADTN,FALSE
ABCD1,agonist,CABERGOLINE,TRUE
PRL,NULL,ETHINYL ESTRADIOL,TRUE
ABCD1,agonist,PRAMIPEXOLE,TRUE
ALDH1A1,inhibitor,CLOZAPINE,TRUE
EMD,inhibitor,COMPOUND 72 [WO2013026806],FALSE
ALOX5,NULL,SELENIUM,TRUE
GLI1,inhibitor,H3-COA-20,FALSE
DXO,antibody,NECITUMUMAB,TRUE
GTF2IP1,inhibitor,ZAFIRLUKAST,TRUE
DXO,inhibitor,ZM-306416,FALSE
APOC1P1,agonist,CARBACYCLIN,FALSE
ATM,NULL,METHYLTHIONINIUM CHLORIDE,FALSE
CHRM3,NULL,THIETHYLPERAZINE,TRUE
KIT,inhibitor,IMATINIB,TRUE
SCN3A,blocker,PRILOCAINE HYDROCHLORIDE,TRUE
RXRA,NULL,SDX-101,FALSE
ARG1,activator,RILUZOLE,TRUE
EN1,inhibitor,MIFANERTINIB,FALSE
AQP3,inhibitor,LANEPITANT,FALSE
AQP8,inhibitor,ONO-AE3-208,FALSE
BLVRB,inhibitor,ZARAGOZIC ACID A,FALSE
EN1,antibody,MARGETUXIMAB,FALSE
DPAGT1,antibody,ELGEMTUMAB,FALSE
ERBB4,inhibitor,ALLITINIB,FALSE
RAD52,NULL,CHEMBL:CHEMBL584442,FALSE
DPAGT1,NULL,TX1-85-1,FALSE
OPRM1,NULL,METENKEFALIN,FALSE
ESR2,agonist,ETHINYL ESTRADIOL,TRUE
CYP2D6,NULL,ALVERINE CITRATE,FALSE
BCYRN1P2,agonist,ETHINYL ESTRADIOL,TRUE
ALDH1B1,inhibitor,ATRASENTAN,FALSE
BDH1,agonist,BIOCHANIN A,FALSE
ALDH1B1,inhibitor,PD-156707,FALSE
ALDH1A3,agonist,ENDOTHELIN-3,FALSE
SLC1A1,NULL,ASPARTIC ACID,TRUE
CBLN1,inhibitor,WAY-213613,FALSE
SLC1A7,inhibitor,DL-TBOA,FALSE
CBLN1,inhibitor,DL-TBOA,FALSE
SLC1A7,NULL,ASPARTIC ACID,TRUE
SLC1A7,NULL,[3H]D-ASPARTIC ACID,FALSE
BCL5,agonist,OBETICHOLIC ACID,TRUE
SERPINH1,NULL,[3H]D-ASPARTIC ACID,FALSE
CRMP1,inhibitor,DUAL SEH/FAAH INHIBITOR 11,FALSE
BLVRA,inhibitor,NE58018,FALSE
ARNT,modulator,FLUMAZENIL,TRUE
BMAL1,blocker,TBPS,FALSE
ARRB1,modulator,ONO-8590580,FALSE
ARRB2,inhibitor,[3H]GABAZINE,FALSE
ARRB2,blocker,TBPS,FALSE
ARVCF,inhibitor,CIS-3-ACPBPA,FALSE
ART4,inhibitor,GABOXADOL,FALSE
ART4,inhibitor,AZA-THIP,FALSE
GABRR3,inhibitor,CIS-3-ACPBPA,FALSE
ARVCF,blocker,TBPS,FALSE
ART3,blocker,TBPS,FALSE
GABRR3,inhibitor,GABOXADOL,FALSE
ARVCF,inhibitor,AZA-THIP,FALSE
GALR2,agonist,GALANIN(3-29) (PIG),FALSE
CXCR5,inhibitor,LAURYL ALCOHOL DIPHOSPHONIC ACID,FALSE
ALOX15,agonist,"SM-130,686",FALSE
ALPL,agonist,SEMAGLUTIDE,TRUE
ASPH,agonist,FLUORO-WILLARDIINE,FALSE
GRIA3,NULL,[3H]CNQX,FALSE
ASS1P5,agonist,[3H]KAINATE,FALSE
BDM,agonist,MAPRACORAT,FALSE
GRIN2A,agonist,"SERINE, D-",FALSE
GRIN2A,blocker,[3H]DIZOCILPINE,FALSE
GRIN2A,inhibitor,[3H]MDL105519,FALSE
ASS1P14,inhibitor,[3H]CGS19755,FALSE
GRIA2,inhibitor,TELAGLENASTAT,FALSE
ASS1P14,blocker,[3H]DIZOCILPINE,FALSE
ENSA,inhibitor,LADUVIGLUSIB,FALSE
ARVD4,blocker,PICROTOXININ,FALSE
ASAH1,blocker,PICROTOXININ,FALSE
ARVD3,inhibitor,WIN55212-2,FALSE
ANXA11,agonist,4-HYDROXYBUTYRIC ACID,TRUE
AOAH,agonist,NIACIN,TRUE
GDF2,inhibitor,J27644,FALSE
GARS1,inhibitor,CHR-3996,FALSE
GAPDHP1,inhibitor,SCRIPTAID,FALSE
GAPDHP1,inhibitor,MARBOSTAT-100,FALSE
GAPDHP1,inhibitor,DACINOSTAT,FALSE
GAPDHP1,inhibitor,BELINOSTAT,TRUE
GAPDHP1,inhibitor,CHR-3996,FALSE
AMELX,agonist,HISTAMINE,TRUE
AMELX,inhibitor,PITOLISANT,TRUE
AMELX,agonist,"N,N-DIMETHYLHISTAMINE",FALSE
ADCY6,agonist,DIHYDROSPHINGOSINE 1-PHOSPHATE,FALSE
ADCY3,agonist,SPAG11B (61-103),FALSE
DPH1,inhibitor,LINSITINIB,FALSE
DPH1,inhibitor,BRIGATINIB,TRUE
DPH1,inhibitor,CERITINIB,TRUE
EPHA7,inhibitor,IRAK-1/4 INHIBITOR,FALSE
EPHA5,inhibitor,IRAK3 PROTAC 23,FALSE
CYB5R3,agonist,IL-10,FALSE
BPI,agonist,METHOXSALEN,TRUE
BRDT,agonist,QUININE,TRUE
TAS2R46,agonist,PICROTOXININ,FALSE
EPHB2,inhibitor,EMZELTRECTINIB,FALSE
EPHB2,inhibitor,ABROCITINIB,TRUE
EPHB1,inhibitor,SAR-20347,FALSE
EPHB2,inhibitor,FILGOTINIB,TRUE
KEAP1,NULL,COMPOUND 10 [PMID: 31411465],FALSE
NUDT2,inhibitor,NMRA-140,FALSE
NUDT2,inhibitor,METHYLNALTREXONE,TRUE
DRD2,inhibitor,OSI-930,FALSE
DPT,inhibitor,CP-673451,FALSE
DPT,inhibitor,AST-487,FALSE
AMELY,agonist,KISSPEPTIN-15,FALSE
DPT,inhibitor,TANDUTINIB,FALSE
GPM6B,inhibitor,ERAS-5024,FALSE
ARG1,activator,EBIO,FALSE
ARG1,blocker,TETRAMETHYLAMMONIUM,FALSE
ARG2,blocker,SENICAPOC,FALSE
ARG2,blocker,NS6180,FALSE
ARG2,activator,DC-EBIO,FALSE
ARG1,inhibitor,UCL1684,FALSE
ARG2,activator,EBIO,FALSE
ATRX,inhibitor,RY796,FALSE
GRIA1,inhibitor,L6H21,FALSE
GUCY1B1,inhibitor,PECAZINE,FALSE
GUCY1B1,inhibitor,SAFIMALTIB,FALSE
DRD5,inhibitor,BMS-777607,FALSE
ESAT,inhibitor,COMPOUND 16 [PMID: 17480064],FALSE
ANGPT2,inhibitor,HS014,FALSE
ANK1,inhibitor,AGOUTI-RELATED PROTEIN,FALSE
ANGPT1,inhibitor,AGOUTI-RELATED PROTEIN,FALSE
DRD4,inhibitor,TIVANTINIB,FALSE
ANPEP,modulator,GSK1331258,FALSE
ANPEP,modulator,[3H]JNJ-40068782,FALSE
SLC25A6,modulator,BOMA,FALSE
ESR2,inhibitor,COMPOUND 14 [PMID: 34333981],FALSE
GRM8,agonist,"(S)-3,4-DCPG",FALSE
ESD,inhibitor,PCC0105003,FALSE
IFNL3,NULL,GRAZOPREVIR,TRUE
H1-1,inhibitor,ENTACAPONE,TRUE
NR3C2,inhibitor,DROSPIRENONE,TRUE
H4F3,inhibitor,ENTACAPONE,TRUE
CTNNA2,inhibitor,HALICIN,FALSE
ERPL1,inhibitor,COMPOUND 25 [PMID: 28038940],FALSE
ACE,inhibitor,RXP470.1,FALSE
INSR,NULL,"INSULIN ASPART PROTAMINE, HUMAN",TRUE
DBP,inhibitor,BATIMASTAT,FALSE
ACE,inhibitor,COMPOUND 20 [PMID: 22153340],FALSE
DBP,inhibitor,CIPEMASTAT,FALSE
DCC,inhibitor,UK-356618,FALSE
DCC,inhibitor,BATIMASTAT,FALSE
GADD45A,inhibitor,CGS-27023A,FALSE
BRCA1,NULL,CISPLATIN,TRUE
FSHMD1A,inhibitor,SELEGILINE,TRUE
DCK,inhibitor,COMPOUND 29E [PMID: 23631440],FALSE
MAPT,NULL,NIGULDIPINE,FALSE
MOGAT2,inhibitor,BMS-986172,FALSE
DCK,antibody,ANDECALIXIMAB,FALSE
FSHMD1A,inhibitor,MOCLOBEMIDE,TRUE
DCK,inhibitor,MARIMASTAT,FALSE
GPR35,NULL,CHEMBL:CHEMBL394883,FALSE
AADAC,agonist,XANOMELINE,FALSE
AADAC,agonist,ACECLIDINE,FALSE
AADAC,modulator,VU0090157,FALSE
AAMP,inhibitor,CLIDINIUM,TRUE
AANAT,agonist,FURTRETHONIUM IODIDE,FALSE
AANAT,agonist,ARECOLINE,FALSE
AAMP,inhibitor,AFDX384,FALSE
ANK2,agonist,UCM 793,FALSE
ANK2,agonist,N-[2-(2-IODO-5-METHOXY-1H-INDOL-3-YL)ETHYL]ACETAMIDE,FALSE
CP,NULL,DEXRAZOXANE,TRUE
SLC47A1,inhibitor,PYRIMETHAMINE,TRUE
ANK3,agonist,UCM 793,FALSE
ANK3,agonist,EFPPEA,FALSE
ANK3,agonist,MELATONIN,TRUE
DLX5,inhibitor,AP811,FALSE
DRD5P1,inhibitor,SELITRECTINIB,FALSE
DRD5P1,inhibitor,EMZELTRECTINIB,FALSE
DRD5P1,inhibitor,UTATRECTINIB,FALSE
DRD5P1,inhibitor,COMPOUND 2C [PMID: 24900538],FALSE
THRB,NULL,METHACYCLINE HYDROCHLORIDE,TRUE
DRD5P2,inhibitor,SELITRECTINIB,FALSE
DRD5P2,inhibitor,MK-2461,FALSE
DRD5P2,inhibitor,CH7057288,FALSE
SERPINC1,inhibitor,&ALPHA;-CONOTOXIN MI,FALSE
ATD,agonist,[3H]CYTISINE,FALSE
ATF4,agonist,ENCENICLINE,FALSE
AQP3,inhibitor,SCH 206272,FALSE
ATXN2,NULL,FLUPENTHIXOL,FALSE
APBA1,inhibitor,[NPHE1]N/OFQ-(1-13)-NH2,FALSE
APBA1,agonist,UFP-112,FALSE
NPFFR1,agonist,RFRP-3,FALSE
MST1R,NULL,TOZASERTIB,FALSE
ANXA2P1,agonist,DES-BR-NEUROPEPTIDE B-23,FALSE
NPFFR1,agonist,[125I]Y-RFRP-3,FALSE
ANXA6,agonist,JMV457,FALSE
ANXA1,agonist,1DME,FALSE
HTR1B,NULL,TRELANSERIN,FALSE
ARAF,inhibitor,SSR126768A,FALSE
APBB1,agonist,RTOXA-43,FALSE
EYA1,inhibitor,GSK690693,FALSE
BAD,activator,PD-118057,FALSE
ATP12A,inhibitor,NF770,FALSE
ATP1A3,inhibitor,NF279,FALSE
ATP1B3P1,modulator,GW791343,FALSE
ATP1B3P1,inhibitor,A438079,FALSE
APEH,agonist,ATP&GAMMA;S,FALSE
APEH,inhibitor,NF340,FALSE
CYP2D6,NULL,OMEPRAZOLE,TRUE
APEX1,inhibitor,BX 048,FALSE
APOD,inhibitor,RWJ-56110,FALSE
FCGR3B,NULL,TETRADECANOYLPHORBOL ACETATE,FALSE
SLC15A3,NULL,HISTIDINE,TRUE
F7,inhibitor,PANULISIB,FALSE
ALOX15,NULL,N-ARACHIDONOYLGLYCINE,FALSE
F7,inhibitor,DEZAPELISIB,FALSE
F7,inhibitor,"5-QUINOXALIN-6-YLMETHYLENE-THIAZOLIDINE-2,4-DIONE",FALSE
F7R,inhibitor,TG-100-115,FALSE
COL11A2,inhibitor,"6-HYDROXY-5,7-DIMETHOXYFLAVONE",FALSE
COL11A1,inhibitor,ROLIPRAM,FALSE
DPP4,inhibitor,CEDIRANIB,FALSE
MAPT,NULL,TYRPHOSTIN A9,FALSE
CHKB,inhibitor,QUININE,TRUE
DPP6,inhibitor,FLT-3 INHIBITOR II,FALSE
